,sentence,label
2466,What ocean liner burned and sank in Hong Kong harbor ?,1
1914,Who 's the only man to have won the Olympic decathlon twice ?,3
1596,What are Maid-Rites ?,0
1913,What is the origin of the word Ozymandias ?,0
5138,"Why do some jets have a vapor trail , and others do not ?",0
2736,What is the origin of `` Beauty is in the eye of the beholder '' ?,0
726,What is Bombay duck ?,0
53,Where did the term `` 86ed '' come from ?,0
1796,Who made the musical plea Be True to Your School ?,3
3845,"When not adventuring on Rann , what does Adam Strange call his profession ?",3
2553,Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,4
2800,How long does it take to hike the entire Appalachian Trail ?,5
936,What country did the Nile River originate in ?,4
4503,Who shot Lee Harvey Oswald ?,3
824,What Italian liner was hijacked in 1985 ?,1
3401,What is the name of a Greek god ?,3
1389,What war saw battles at Parrot 's Beak and Black Virgin ?,1
3564,What is a leper ?,0
884,What are the living conditions in Cuba ?,0
1868,Where is Amsterdam ?,4
10,When was Ozzy Osbourne born ?,5
3415,What country in 1998 had the most suicides regardless of population size ?,4
1463,Which country is known as `` Big Bear '' ?,4
806,What fictional character is known as the `` melancholy Dane '' ?,3
4294,How do I find a snowboarding website ?,0
4068,Who won the rugby world cup in ?,3
2108,What is Drew Barrymore 's email address ?,4
4615,Name the men 's cologne that is associated with the sea .,1
5401,Where is South Bend ?,4
2234,Where did Luther display his `` Ninety-Five Theses '' ?,4
963,What is the definition of low island ?,0
2632,Who is the sexiest women in the world ?,3
704,What 's the nickname of oddsmaker Jimmy Snyder ?,3
431,Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,3
145,How many hostages were killed in the Entebbe raid ?,5
2033,What bowl game began as an East-West contest between Michigan and Stanford in 192 ?,1
4584,What kind of sports team is the Buffalo Sabres ?,1
1165,What two countries contain Sierra Nevada mountains ?,4
3500,Jude Law was in what movie ?,1
2050,What group kidnaped Patricia Hearst ?,3
3760,How many points is a bullseye worth in darts ?,5
2624,What is amezaiku ?,0
4354,What is the greatest hiking Web site ?,4
4252,What is the chemical reactivity of neon ?,5
2424,What do Japanese school uniforms look like ?,0
1262,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,3
1771,How old is the sun ?,5
3511,"Where are the apartments in Saint John , New Brunswick ?",4
271,What did brontosauruses eat ?,1
244,Where was George Washington born ?,4
2032,How many times a day does the typical person go to the bathroom ?,5
4317,What team did Babe Ruth play his first major league game for ?,3
813,In what year did Ireland elect its first woman president ?,5
3810,What is the average time to kiss somene ?,5
4435,Where is McCarren Airport located ?,4
1804,What is the second highest mountain peak in the world ?,4
2461,Which Beatles disc cover honors the Rolling Stones ?,1
545,How many colleges are in Wyoming ?,5
3241,How do you stop junk snail mail ?,0
738,How can I transport files from one computer to another ?,0
310,What stadium do the Miami Dolphins play their home games in ?,4
3521,Which infectious disease kills the most people worldwide ?,1
1131,What causes rust ?,0
5363,Why do roosters sing at five o 'clock in the morning ?,0
4111,Who protects DC Comics ' realm of dreams ?,3
2769,What common livestock have the greatest variety of breeds ?,1
920,What information can you get me on Fairground Park in St. Louis,0
3587,What is the term that describes a word where only one usage has been recorded in all literature ?,1
3959,What does snafu stand for ?,2
38,Where do the adventures of `` The Swiss Family Robinson '' take place ?,4
2983,What erupts every hour at Yellowstone National Park ?,4
5439,What is the highest continent ?,4
2667,"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",1
3223,Who was the first doctor to successfully transplant a liver ?,3
1182,What is the origin of blue for boys and pink for girls ?,0
614,What animals do you find in the stock market ?,1
5349,How many men died building the Mackinaw Bridge ?,5
1466,What is the origin of the atom ?,0
3042,How much is a Canadian 1967 twenty dollar gold coin worth ?,5
934,What Texas city got its name from the Spanish for `` yellow '' ?,4
2419,Where did Bill Gates go to college ?,4
4925,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,3
4424,Why did Europeans first come to Australia and Oceania ?,0
826,What soap was touted as being `` for people who like people '' ?,1
1521,Why are there Braille things on the ATM machines that people drive through ?,0
2930,How tall is kilamanjaro ?,5
4232,How can scientists predict weather by observing clouds ?,0
628,When is Bastille Day ?,5
3853,Who is Desmond Tutu ?,3
390,What was the name of the lawyer who represented Randy Craft ?,3
5312,What do you call a section of your finger from one joint to another ?,1
3990,"What kind of sports did they play in the years 1642-1649 , the English Civil War time ?",1
400,What crop failure caused the Irish Famine ?,1
3359,What U.S. senator once played basketball for the New York Knicks ?,3
46,What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,1
5229,What president also became a supreme court justice ?,3
5366,What South American country won its first World Cup soccer title in 1978 ?,4
3642,What man-made waterways is 1.76 miles long ?,4
3726,What is the life expectancy of an elephant ?,5
5291,How much did a McDonald 's hamburger cost in 1963 ?,5
2421,What tale has the moral : `` He who wants everything gets nothing '' ?,1
1750,Which Kevin Costner movie involves the Sioux Indians ?,1
5270,What 's the biggest-selling U.S. magazine aimed at a black audience ?,1
4470,Where did the ukulele originate ?,4
4062,Why are peanut butter cookies topped with crisscrosses ?,0
338,What are the four elements ?,1
215,How many species of sharks are there ?,5
3663,Why do they call it a `` funny bone '' ?,0
1341,Why are there 12 people on a jury in criminal cases ?,0
4990,Where does most of the marijuana entering the United States come from ?,4
3894,How many continents are there ?,5
3640,What is the salary of a U.S. Representative ?,5
329,How do you match a name to a social security number ?,0
3004,Who was the first king of England ?,3
5211,How many names are there for Eskimo people ?,5
3115,What is the recomended age to switch a child from a crib to a bed ?,5
5273,When did the use of `` the syringe '' first appear in medicinal history ?,5
2322,What year was the NAACP founded ?,5
4197,Who killed Martin Luther King ?,3
3549,"Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?",3
1458,Who invented the vacuum cleaner ?,3
171,In what year was De Gaulle elected president of France ?,5
4203,Who invented Astroturf ?,3
4574,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",3
3569,What are the top 5 fiction books of all time ?,1
4226,What journalist can be found in and around Walden Puddle ?,3
4453,What company produces Spumante ?,3
4498,What were the five opening words on Ben Casey ?,1
938,What barroom judge called himself The Law West of the Pecos ?,3
60,Where is the Loop ?,4
1240,What does Venus Retrograde mean ?,0
4564,Who invented basketball ?,3
2120,Who sings Angel Eyes from the 80 's ?,3
1524,What was the death toll at the eruption of Mount Pinatubo ?,5
153,Who discovered electricity ?,3
481,What caused the Lynmouth floods ?,0
3920,What is the horsepower of the shuttle boosters ?,5
1762,What Tokyo street glitters with famed department stores and nightclubs ?,4
750,What does the name Shawn mean ?,0
1785,What was the first Sam Spade novel ?,1
2711,What president kissed the Queen Mother on the lips ?,3
5289,What effect does LSD have on the brain ?,0
4193,What kind of substance is dextropropoxyphen napsylate ?,1
1333,Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,4
4857,What are those little blue reflectors in the middle of the road for ?,0
2854,What color is Mr. Spock 's blood ?,1
186,What causes pneumonia ?,0
1136,"What European capital celebrated its 2 , 000th anniversary in 1951 ?",4
2058,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,1
4576,What country was General Douglas McArthur in when he was recalled by President Truman ?,4
148,Who produces Spumante ?,3
4124,What was the name of Sergeant Preston of the Yukon 's lead dog ?,1
3363,What is Li 'l Abner 's last name ?,3
2866,What is meant by blood SED rate ?,0
3776,Where did the world come from ?,4
1386,What caused Shea & Gould to close their L.A. office ?,0
5156,What is the population of the largest Chilean city,5
4520,How much did Mercury spend on advertising in 1993 ?,5
3629,What did Andy Hardy 's father do for a living ?,3
4912,Who loved Flash Gordon besides Dale ?,3
3028,Where did the term `` 69 '' come from ?,0
2969,"Who wrote the book , `` Song of Solomon '' ?",3
4746,What is the definition of cecum ?,0
1708,What is worth seeing in Reims ?,4
2953,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,3
454,Who played the original Charlie 's Angels ?,3
609,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,3
4263,Where did the real St. Nicholas live ?,4
4630,Who designed London Bridge ?,3
2074,What is Supergirl 's secret identity ?,3
4052,"What race is 1 , 137 miles long ?",1
4440,What country is proud to claim Volcano National Park ?,4
1622,How long did it take Stanley to find Livingstone ?,5
4786,How many muscles does an oyster have ?,5
40,How can I register my website in Yahoo for free ?,0
2089,Why do some people have two different color eyes ?,0
3924,How many years of bad luck follow breaking a mirror ?,5
2175,What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,3
74,Who starred in Singing in the Rain and The Singing Nun ?,3
4372,What turns blue litmus paper red ?,1
5373,What words in the English have two u 's back to back ?,1
2657,What have you not let a tennis ball do if you volley ?,0
3180,What war did Johnny Reb and Billy Yank fight ?,1
2076,What court does Bob Woodward describe in The Brethren ?,3
441,How many miles is it to Ohio from North Carolina ?,5
2051,How long does a human live ?,5
2541,What bottled-up TV character was born in Baghdad ?,3
1301,Who sang about Desmond and Molly Jones ?,3
3430,What TV character sired a horse named Thunder ?,3
1304,What costume designer decided that Michael Jackson should only wear one glove ?,3
236,What is the name of the tallest mountain in the world ?,4
4553,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,1
2599,What is the recipe for Eggs Benedict ?,1
2573,How do telephones work ?,0
3280,What is time ?,0
3186,How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,5
3953,Who was the first American world chess champion ?,3
2768,Where did Dylan Thomas die ?,4
4223,Where is the oldest living thing on earth ?,4
2106,How does rabies spread ?,0
2679,How many pairs of wings does a tsetse fly have ?,5
2761,What disease is the second-biggest killer of North Americans ?,1
1387,What 's the only mammal that can 't jump ?,1
5118,Where did Hillary Clinton graduate college ?,4
4937,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,1
1279,What do the letters ZIP stand for in the phrase `` ZIP code '' ?,2
5340,What is in baby powder and baby lotion that makes it smell the way it does ?,0
1555,Who were the Yankee 's frequent enemies ?,3
3190,Ray Charles is best known for playing what instrument ?,1
5113,Who is the President of Pergament ?,3
3594,How do they produce vitamins ?,0
1920,What 's the setting of John Le Carre 's A Small Town in Germany ?,0
513,What do economists do ?,0
4177,What chapter of the Bible has the most verses ?,5
1308,What company was the original sponsor of TV 's Superman ?,3
914,What 's the sacred river of India ?,4
3452,Who is Robin Williams ?,3
3695,Who founded the modern theory of probability ?,3
4242,What is the only animal that can turn its stomach inside out ?,1
3156,What is the brand name of a chemical used to control ripening ?,1
2198,What is a fear of water ?,1
774,What was Connecticut 's first constitution called ?,1
943,What two countries share the Khyber Pass ?,4
822,How can your school march in the Macy 's Thanksgiving Parade ?,0
4277,What is Mark McGwire 's e-mail address ?,4
164,Where is the Rose Bowl played ?,4
3983,What town was the setting for The Music Man ?,4
2538,What is your favorite color ?,1
5204,What color is the eight-ball in pocket billiards ?,1
1311,How many lawyers are there in the state of New Jersey ?,5
4958,What is yohimbine ?,0
4554,Why is Rush 's 2112 called 2112 ?,0
5061,What two presidents of the U.S. published books of poetry ?,3
3300,Where does the song Anything Goes take place ?,4
3310,Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?,3
327,Where can I find a `` Fifth Element '' screensaver ?,4
2490,How many URL extensions are there ? and what are they ?,5
5108,What Don McLean song laments the day Buddy Holly died ?,1
832,What are some tips for building a fire in a fireplace ?,1
3079,What international amateur sports spectacle was first telecast in 1956 ?,1
3462,Name one of the major gods of Hinduism .,3
4787,"What card game derived its name from biritch , or Russian Whist ?",1
54,Who is Snoopy 's arch-enemy ?,3
4064,Who is the prime minister in Norway ?,3
3451,Who is Rocky 's and Bullwinkle 's ever-lost friend ?,3
1901,Who is the father of the computer ?,3
1481,What was football star Elroy Hirsch 's nickname ?,3
4150,What line of luggage is named after a famous American flier ?,1
3335,What does the E stand for in the equation E=mc2 ?,2
946,"What card game has variations called Canfield , Klondike and Spider ?",1
3293,How many spaces follow a period at the end of a sentence ?,5
2161,"In the Miller Lite TV commercial , who is the creature ?",1
4626,Where are good science sites on the Internet ?,4
3057,What country was Kim Philby really working for ?,4
768,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,3
5126,What American naval officer broke Japan 's isolationist policy in 1853 ?,3
3495,How do you select wine ?,0
285,What is California 's capital ?,4
5382,What part did Benjamin Franklin play in the development of the newspaper in America ?,3
4854,What is a fear of speaking ?,1
2332,How hot does the inside of an active volcano get ?,5
2717,What was Al Capone 's nickname ?,3
2079,On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,5
3389,What are the components of polyester ?,1
722,What 's the first day of the week ?,5
951,How many home runs did Lou Gehrig have during his career ?,5
4758,What is the difference between ninjitsu and kung fu ?,0
2262,Who was Whitcomb Judson ?,3
989,What are the Greek numerals ?,0
3212,Which college did Dikembe Mutombo play basketball at ?,3
1759,A corgi is a kind of what ?,1
4481,What terrorist group was headed by Donald DeFreeze ?,3
4422,Why shouldn 't you remove a bee stinger with tweezers ?,0
1724,What female painter produced primitives of rural New England life ?,3
341,What is Answers.com 's address ?,4
3701,What South Vietnamese president was assassinated by his generals in 1963 ?,3
4243,What professional sports league originated the college draft ?,3
688,In what Olympic Games did Nadia Comaneci become popular ?,1
3432,What is the name of the planet that the Ewoks live on ?,4
966,How many astronauts manned each Project Mercury flight ?,5
5152,What is nuclear proliferation ?,0
2203,What was the first U.S.-based team in the NHL ?,3
2713,What continent pushes up the Executive Committee mountain range ?,4
4811,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",3
5045,What was the verdict in the 1925 trial of John T. Scopes ?,0
3572,What debts did Qintex group leave ?,5
1990,"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?",4
4120,Why do many Native American students not complete college ?,0
4476,What will the weather be today ?,0
5169,How tall was the animated Frankenstein,5
3600,What does idle mean ?,0
4978,What are common methods used to regulate monopolies ?,1
5426,How many cherubs are there on a Trivial Pursuit board ?,5
4500,What hair color can I use to just cover a little gray ?,1
385,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,4
4763,Where do lobsters like to live ?,4
4980,How long does the average domesticated ferret live ?,5
536,How long is the Coney Island boardwalk ?,5
5085,When does the Bible say the seasons started ?,5
4212,How does James Bond like his martinis ?,0
3507,What is infomatics ?,0
201,What is Eagle 's syndrome styloid process ?,0
1332,How do clouds form ?,0
3502,What was the name of Robert Fulton 's most famous steamboat ?,1
2708,What is a fear of worms ?,1
4021,What room did W.C. Fields keep his library in ?,4
1854,What were the three prophecies the witches make to Macbeth ?,0
4876,What is the Milky Way ?,0
2872,Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,3
3030,What 's the name of a hotel in Indianapolis ?,4
1205,Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,3
1645,Silly putty was invented by whom ?,3
3417,What was the first minimum wage ?,5
3476,What does Knight Ridder publish ?,1
2861,What was the Vietnam War ?,0
1792,What is a person called that likes fire ?,3
3797,What is a nematode ?,0
3368,Jackson Pollock is of what nationality ?,4
3367,What is a synonym for aspartame ?,1
3533,What TV detective did Craig Stevens play ?,3
4792,What was John F. Kennedy 's 1960 campaign song ?,1
3449,What is a fear of money ?,1
603,What does the name `` Justin '' mean ?,0
3056,What company makes impulse hardening equipment ?,3
4750,Name a ballet company Mikhail Baryshnikov has danced for ?,3
126,How was the element calcium named ?,0
3876,How long would it take to get from Earth to Mars ?,5
2935,What is the origin of the word `` mushroom '' ?,0
4451,Who makes the `` cross-your-heart bra '' ?,3
3531,What is a cullion ?,0
2730,What are pushed and coupled in hump yards ?,1
827,How much was the minimum wage in 1991 ?,5
1639,What did the Yalta Conference lead to ?,1
984,What 1966 boob tube bomb took astronauts back to prehistoric times ?,1
3281,How many states have a lottery ?,5
5417,What are chloroplasts ?,0
2188,Who holds the NFL record for most touchdowns in a season ?,3
5025,What 's been the ruin of many a poor boy in New Orleans ?,1
2443,Who killed Caesar ?,3
362,Which city did Christian Crusaders fight to recapture from the Muslims ?,4
2349,What little boy and dog live in a shoe ?,3
345,What product did Robert Conrad dare people to knock off his shoulder ?,1
814,What is an isthmus ?,0
3205,What steps can be taken to prevent diabetes ?,0
4537,What snack food has ridges ?,1
5384,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?",5
3325,Whose biography by Maurice Zolotow is titled Shooting Star ?,3
4106,When did the American Civil War end ?,5
2116,How can you get rust stains out of clothing ?,0
1834,What kind of guitar did Jimi Hendrix play ?,1
793,What does `` antidisestablishmentarianism '' mean ?,0
5391,What did people use to freshen their breath before toothpaste ?,1
2674,What five cards make up a perfect Cribbage hand ?,1
94,What is `` dew point '' ?,0
4225,"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?",3
3756,How old was Lucille Ball when the show `` I Love Lucy '' premiered ?,5
2891,How was the ACLU formed ?,0
2371,In what book can I find the story of Aladdin ?,1
4526,What year did Charles Dicken die ?,5
4837,What North American city boasts the biggest Polish population ?,4
3228,What is the name of a language spoken by the Sioux ?,1
2853,"Who sent the brief message `` I came , I saw , I conquered '' ?",3
2912,How did Bob Marley die ?,0
1865,How many colored squares are there on a Rubik 's Cube ?,5
1857,In what film did Steven Spielberg 's dog star as the main character 's dog ?,1
2645,What are John C. Calhoun and Henry Clay known as ?,1
2243,Where is Dartmouth College ?,4
2336,What 's the term for an organism that lives on or in another ?,1
950,"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",3
3068,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",3
1120,"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",5
2597,What country has the port of Haifa ?,4
2204,Where did the sport of caber-tossing originate ?,4
419,"What President lived at 219 North Delaware Street , Independence , Missouri ?",3
922,What is the difference between a median and a mean ?,0
1254,What kind of hat does Bat Masterson wear ?,1
477,How many referees work a soccer game ?,5
2035,"What is deadrise , nautical , ?",0
1202,How long does it take light to reach the Earth from the Sun ?,5
2626,What new games are available for Nintendo 64 ?,1
5357,What is the shape of a football as stated in the NFL rulebook ?,1
1970,What 's the most popular contact lens color ?,1
3110,How many Israeli athletes were killed at the Munich Olympics ?,5
4018,What does it take to become a lawyer ?,1
2151,What are different products of petroleum ?,1
3687,Stuart Hamblen is considered to be the first singing cowboy of what ?,1
1997,What is the name of the art of growing miniature trees ?,1
4033,Where are the U.S. headquarters for Procter & Gamble ?,4
3054,What famous British actor lost his voice after an operation in 1966 ?,3
1248,What country and western singer is known as The Silver Fox ?,4
2192,Which language has the most words ?,1
2712,Where does the tennis star Stefan Edberg come from ?,4
992,What auto race was Wilbur Reed the first to win three times ?,1
2190,What is the average age a horse lives ?,5
3762,What is cunnilingus ?,0
3597,What organization is the Security Council a part of ?,3
1318,What 's the second-lightest element ?,1
1863,How does one correctly pronounce ` qigong ' ?,0
2343,What would you add to the clay mixture to produce bone china ?,1
2449,What animal has the best hearing ?,1
2136,What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,3
1065,How much electricity does the brain need to work ?,5
5405,What year was the setting for American Graffiti ?,5
4227,How did Socrates die ?,0
2621,What age is Benny Carter ?,5
77,The corpus callosum is in what part of the body ?,1
2898,What 's the highest hand in straight poker ?,1
1314,What is the origin of the ethnic category `` caucasian '' ?,0
4766,How do you fix squeaky floors ?,0
872,Where 's the Petrified Forest ?,4
3850,How loud is thunder ?,5
5217,When was the first stained glass window made ?,5
2965,What player squats an average of 3 times during a baseball doubleheader ?,3
3391,Who is the director of intergovernmental affairs for the San Diego county ?,3
2560,What English word has the most letters ?,1
5337,What 's the middle name of movie producer Joseph E. Levine ?,3
2635,Who was the supreme god of Germanic religion ?,3
3530,What U.S. state are the Finger Lakes in ?,4
375,What Soviet leader owned a Rolls-Royce ?,3
1908,What is the chemical symbol for nitrogen ?,1
4429,What is a fear of lice ?,1
5120,How do anti-locking brakes work ?,0
4774,What is the Peloponnesian League ?,0
4027,What type is a snail ?,1
1604,What is the best hospital for orthopedics in the country ?,4
1118,What was the name of the Protestant revolt against the supremacy of the Pope ?,1
3677,What does a red flag mean in auto racing ?,0
3490,How many pounds are there in a stone ?,5
5299,What do the figures represent on the Easter Island ?,0
2958,What French leader sold Louisiana to the United States ?,3
1994,What disease does Katharine Hepburn have that makes her voice shake ?,1
5400,Who won the first general election for President held in Malawi in May 1994 ?,3
4745,What line divided the North and South in the U.S. Civil War ?,1
2376,"What TV show premiered on January 15 , 1981 ?",1
1342,What do Christian Scientists believe in ?,0
320,How did the tradition of best man start ?,0
1619,How tall is the giraffe ?,5
3713,What was Thatcher 's first name ?,3
2060,What is the dot on an the letter i called ?,1
2219,What is dew point ?,0
1673,What was the first town to be chartered in Vermont ?,4
260,When did Mount St. Helen last have a significant eruption ?,5
4820,Who would you use the Heimlich maneuver on ?,3
2039,How do I find a city if I have the area code ?,0
901,What 's the longest river in the world ?,4
3744,What 's Japan 's largest car manufacturer ?,3
2026,What is the population in India ?,5
4234,In what year was the cannon invented ?,5
1917,What causes `` rolling thunder '' ?,0
1828,What Asian city boasts the world 's biggest bowling alley ?,4
1573,What are tonsils for ?,0
4415,What are the 28 tenses in the English language ?,1
4793,What Louisiana Senator won a seat that had been held by his father and mother ?,3
4208,What is the world record for the longest hair ?,5
224,What is the `` 7-minute cigarette '' ?,0
723,What city was President William McKinley shot in ?,4
4894,What are the first and last letters of the Greek alphabet ?,1
1141,Winnie the Pooh is what kind of animal ?,1
2762,Where did the Mayan Indians live ?,4
846,Who is Colin Powell ?,3
4289,Where is Microsoft 's corporate headquarters located ?,4
2551,"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?",1
2928,What was the former residence of Scottish kings in Edinburgh ?,4
117,How much money does a back injury lawsuit get ?,5
645,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",3
3,What fowl grabs the spotlight after the Chinese Year of the Monkey ?,1
4170,What meat complemented sweet potatoes and peas in the first TV dinner ?,1
467,What film marked Robert Redford 's directorial debut ?,1
5,What contemptible scoundrel stole the cork from my lunch ?,3
919,What astronomical phenomenon takes place in Jan. 1999 ?,1
2595,What two body parts grow all your life ?,1
4324,Who is the director and editor of the movie Big starring Tom Hanks ?,3
1063,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,5
2590,"What will a kid eat the middle of , and save the chocolate on the outside for last ?",1
242,How many South American countries have the letter Z in their names ?,5
1160,What happened to Moon Maiden ?,0
2870,Where is your corpus callosum ?,4
3735,What does the name Calder mean ?,0
2397,"What does the Greek word polis mean , as in Minneapolis ?",0
3517,What is the best art and design school in the world ?,3
3421,How can I get my product licensed by the NBA ?,0
2563,Who wrote : `` Poems are made by fools like me but only God can make a tree '' ?,3
1605,What are perfect tenses ?,0
5259,What is Pittsburgh 's baseball team called ?,3
2324,"Who wrote the book , `` The Grinch Who Stole Christmas '' ?",3
2709,What is a Chinese `` spouting '' bowl ?,0
4797,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,3
1312,What are the most common elements in seawater ?,1
3448,How many meters are in a mile ?,5
3812,What New Orleans D.A. claimed : `` My staff and I solved the assassination weeks ago '' ?,3
5072,"What English playwright penned : `` Where the bee sucks , so shall I '' ?",3
2362,Who is the Prophet of Medina ?,3
1975,What color are the castellated walls of the Kremlin ?,1
3514,What are some good medical sites for information ?,4
1761,What is a dangling participle ?,0
2739,Madonna advertises for what soft drink ?,1
5077,What was Fred Astaire 's dancing partner 's name ?,3
2472,Where did the Inuits live ?,4
4007,What is lung cancer ?,0
1493,What is Ray Bradbury 's illustrated man illustrated with ?,1
4206,What season does a hiemal activity normally take place in ?,5
2158,What vowel do all Esperanto nouns end in ?,1
1169,When did the `` Star-Spangled Banner '' become the national anthem ?,5
4927,What North American city sprouts the most parking meters ?,4
232,What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,3
66,What is a caldera ?,0
1603,What is the name of the second space shuttle ?,1
3283,What are you caught in if a haboob blows up ?,1
3596,What do penguins eat ?,1
4632,How many flavors of ice cream does Howard Johnson 's have ?,5
125,What is the historical relationship of Catholic Church and bingo ?,0
1296,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,3
1976,What is celebrated during the week of February 21-27 ?,1
4928,What is the largest and most expensive freeway construction project in the U.S. right now ?,4
4890,What is the difference between love and infatuation ?,0
2075,"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?",4
4580,What does the name Melissa mean ?,0
3086,What interesting method was used to run the credits in the early Popeye cartoons ?,1
5173,How can you become an FBI agent ?,0
3345,What doctor is synonymous with footwear and foot care ?,3
4871,Who was the prophet of the Jewish people ?,3
2797,What new year is celebrated on February 16th ?,1
918,Name the largest country in South America .,4
1646,What should the oven be set at for baking Peachy Oat Muffins ?,1
4621,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",3
364,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,1
3287,How many visitors go to the Vatican each year ?,5
2125,What information can you tell me about actor James Cromwell ?,3
4123,What class of animals makes up more than two-thirds of known species ?,1
4569,What is osmosis ?,0
525,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,3
55,What is the nature of learning ?,0
638,What can I use to remove the stubborn gummed labels from some diskettes ?,1
302,What board game does a `` wood-pusher '' play poorly ?,1
2766,Name a product that controls the ripening of apples .,1
1276,What is the only substance that gives food its `` taste '' when eaten ?,1
2055,What is a gandy dancer ?,0
4432,What was Darth Vader 's son named ?,3
3644,On what river is Strasbourg built ?,4
4143,What is the name of Dolly Parton 's rarely seen husband ?,3
2878,What does Aaron mean ?,0
4202,What letter does Gorbachev 's middle name start with ?,1
2286,What was the date of CNN 's first broadcast ?,5
2261,What famed tennis tournament 's men 's singles title was Fred Perry the last Englishman to win ?,1
2296,What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,0
1753,What is a fear of fur ?,1
1968,What was the outcome of the 1945 Yalta Conference ?,0
4741,What did Warlock wear on his forehead in Marvel comics ?,1
3117,When is the Sun closest to the Earth ?,5
2393,How does ultraviolet light damage the DNA of skin cells ?,0
523,What `` magic '' does Mandrake employ ?,1
3900,What football coach 's story was told in the movie Run to Daylight ?,3
4699,What was The Living Room War ?,0
3122,The trials resulting from World War II are known as what ?,1
4156,How long was the longest sneezing attack ?,5
1969,What is `` flintknapping '' ?,0
671,What arch can you see from the Place de la Concorde ?,4
4188,What chess outcome results when a player has no legal move ?,1
666,Who is the worst US President ever ?,3
4727,How big is the Chappellet vineyard ?,5
1887,Who portrayed Vincent Van Gogh in Lust for Life ?,3
3266,What is the name of the president of Garmat U.S.A ?,3
280,How many people did Randy Craft kill ?,5
1719,What color is the stripe along each side of a Coho salmon ?,1
2947,What is the recommended daily requirement for folic acid for pregnant women ?,0
4455,What does `` B.Y.O.B. '' mean ?,2
899,What is the chromosome number of an elephant ?,5
5284,What is the current unemployment rate in the U.S. ?,5
760,What was Mel Gibson 's first movie ?,1
1906,What are manifest and latent function theories ?,0
4042,Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,3
3823,How do they type Chinese characters on a keyboard ?,0
4138,What is a disaccharide ?,0
3818,"What spider makes a superb pet , even said to recognize its master ?",1
4300,Why is the mile 528 feet ?,0
2593,What 's a short ton ?,0
4164,What is the rounded part on the top of a matchbook called ?,1
3031,How many people in Tucson ?,5
3579,What is a philanthropist ?,0
2832,What time of year has the most air travel ?,5
3472,What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?,3
137,What are equity securities ?,0
2180,What does El Nino mean in spanish ?,1
2128,What was the date of Iraq 's invasion of Kuwait ?,5
3177,What did Tristan come back as ?,1
4637,"How does Cos Cob , CT get its name ?",0
